Item,Data Item,Begin,End,Type,Length,Remarks,File,Min_Date,Max_Date,Record_Type,pandas_dtype,polars_dtype
9,Number of Loans for Origination Year 1,42,47,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,O,Int64,Int64
10,Percent of Loans for Origination Year 1,48,52,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,O,float64,Float64
11,Origination Year 2,53,56,Numeric,4,9(4),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,O,Int64,Int64
12,Unpaid Principal Balance for Origination Year 2,57,69,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,O,float64,Float64
13,Percent of UPB for Origination Year 2,70,74,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,O,float64,Float64
14,Number of Loans for Origination Year 2,75,80,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,O,Int64,Int64
15,Percent of Loans for Origination Year 2,81,85,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,O,float64,Float64
16,Origination Year 3,86,89,Numeric,4,9(4),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,O,Int64,Int64
17,Unpaid Principal Balance for Origination Year 3,90,102,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,O,float64,Float64
18,Percent of UPB for Origination Year 3,103,107,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,O,float64,Float64
19,Number of Loans for Origination Year 3,108,113,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,O,Int64,Int64
20,Percent of Loans for Origination Year 3,114,118,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,O,float64,Float64
21,Origination Year 4,119,122,Numeric,4,9(4),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,O,Int64,Int64
22,Unpaid Principal Balance for Origination Year 4,123,135,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,O,float64,Float64
23,Percent of UPB for Origination Year 4,136,140,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,O,float64,Float64
24,Number of Loans for Origination Year 4,141,146,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,O,Int64,Int64
25,Percent of Loans for Origination Year 4,147,151,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,O,float64,Float64
26,Origination Year All Others,152,155,Character,4,X(4),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,O,string,String
27,Unpaid Principal Balance for Origination Year Others,156,168,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,O,float64,Float64
28,Percent of UPB for Origination Year All Others,169,173,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,O,float64,Float64
29,Number of Loans for Origination Year All Others,174,179,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,O,Int64,Int64
30,Percent of Loans for Origination Year All Others,180,184,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,O,float64,Float64
31,As-Of Date (CCYYMM),185,190,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,O,Int64,Int64
1,CUSIP Number,1,9,Character,9,X(9),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,S,string,String
2,Pool Number,10,15,Character,6,X(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,S,string,String
3,"Pool Indicator (X, C or M)",16,16,Character,1,X,nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,S,string,String
4,Pool Type,17,18,Character,2,X(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,S,string,String
5,Record Type (S = State Distribution),19,19,Character,1,X,nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,S,string,String
6,State Abbreviation,20,21,Character,2,X(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,S,string,String
7,Current Security Balance for State,22,34,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,S,float64,Float64
8,Balance as a Percent,35,39,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,S,float64,Float64
9,Number of Loans for State,40,45,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,S,Int64,Int64
10,Number of Loans as a Percent,46,50,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,S,float64,Float64
11,Total Loans,51,56,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,S,Int64,Int64
12,Original Balance for State,57,69,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,S,float64,Float64
13,As-Of Date (CCYYMM),70,75,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,S,Int64,Int64
1,CUSIP Number,1,9,Character,9,X(9),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,string,String
2,Pool Number,10,15,Character,6,X(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,string,String
3,"Pool Indicator (X, C, or M)",16,16,Character,1,X,nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,string,String
4,Pool Type,17,18,Character,2,X(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,string,String
5,Record Type (V = Various Data),19,19,Character,1,X,nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,string,String
6,FHA Pool UPB,20,32,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
7,FHA UPB as a Percent of total pool,33,37,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
8,FHA Number of Loans,38,43,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,Int64,Int64
9,FHA Number of Loans as a Percent of total loans,44,48,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
10,FHA Original Pool Balance,49,61,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
11,VA Pool UPB,62,74,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
12,VA UPB as a Percent of total pool,75,79,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
13,VA Number of Loans,80,85,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,Int64,Int64
14,VA Number of Loans as a Percent of total loans,86,90,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
15,VA Original Pool Balance,91,103,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
16,RD Pool UPB,104,116,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
17,RD UPB as a Percent of total pool,117,121,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
18,RD Number of Loans,122,127,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,Int64,Int64
19,RD Number of Loans as a Percent of total loans,128,132,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
20,RD Original Pool Balance,133,145,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
21,PIH Pool UPB,146,158,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
22,PIH UPB as a Percent of total pool,159,163,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
23,PIH Number of Loans,164,169,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,Int64,Int64
24,PIH Number of Loans as a Percent of total loans,170,174,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
25,PIH Original Pool Balance,175,187,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
26,Number of loans Paid Off,188,193,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,Int64,Int64
27,Unpaid Principal Balance of Loans Paid Off,194,206,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
28,Percent of UPB of Loans Paid Off,207,211,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
29,Number of Repurchased Delinquent Loans,212,217,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,Int64,Int64
30,UPB of Repurchased Delinquent Loans,218,230,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
31,Percent of UPB of Repurchased Delinquent Loans,231,235,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
32,Number of loans Foreclosed with claim payment,236,241,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,Int64,Int64
33,UPB of loans Foreclosed with claim payment,242,254,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
34,Percentage of UPB of loans Foreclosed with claim payment,255,259,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
35,Number of Repurchased Loss Mitigation Loans,260,265,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,Int64,Int64
36,UPB of Repurchased Loss Mitigation Loans,266,278,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
37,Percent of UPB of Repurchased Loss Mitigation Loans,279,283,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
38,Number of Repurchased Substitution Loans,284,289,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,Int64,Int64
39,UPB of Repurchased Substitution Loans,290,302,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
40,Percent of UPB of Repurchased Substitution Loans,303,307,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
41,Number of Other Removal Repurchased Loans,308,313,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,Int64,Int64
42,UPB of Other Removal Repurchased Loans,314,326,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
43,Percent of UPB of Other Removal Repurchased Loans,327,331,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
44,Number of FHA Buydown loans,332,337,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,Int64,Int64
45,UPB of FHA Buydown Loans,338,350,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
46,Percentage of UPB of FHA Buydown Loans,351,355,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
47,Number of VA Buydown loans,356,361,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,Int64,Int64
48,UPB of VA Buydown Loans,362,374,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
49,Percentage of UPB of VA Buydown Loans,375,379,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
50,Reserved (Filler),380,385,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,Int64,Int64
51,Reserved (Filler),386,398,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
52,Reserved (Filler),399,403,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
53,Reserved (Filler),404,409,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,Int64,Int64
54,Reserved (Filler),410,422,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
55,Reserved (Filler),423,427,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
56,Reserved (Filler),428,433,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,Int64,Int64
57,Reserved (Filler),434,446,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
58,Reserved (Filler),447,451,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
59,Reserved (Filler),452,457,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,Int64,Int64
60,Reserved (Filler),458,470,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
61,Reserved (Filler),471,475,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
62,Number of Loans 30 days delinquent,476,481,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,Int64,Int64
63,UPB of Loans 30 days delinquent,482,494,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
64,Percentage of UPB of Loans 30 days delinquent,495,499,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
65,Number of Loans 60 days delinquent,500,505,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,Int64,Int64
66,UPB of Loans 60 days delinquent,506,518,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
67,Percentage of UPB of Loans 60 days delinquent,519,523,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
68,Number of Loans 90+ days delinquent,524,529,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,Int64,Int64
69,UPB of Loans 90+ days delinquent,530,542,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
70,Percentage of UPB of Loans 90+ days delinquent,543,547,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
71,FHA Number of Loans 30 days delinquent,548,553,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,Int64,Int64
72,FHA UPB of Loans 30 days delinquent,554,566,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
73,FHA Percentage of UPB of Loans 30 days delinquent,567,571,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
74,FHA Number of Loans 60 days delinquent,572,577,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,Int64,Int64
75,FHA UPB of Loans 60 days delinquent,578,590,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
76,FHA Percentage of UPB of Loans 60 days delinquent,591,595,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
77,FHA Number of Loans 90+ days delinquent,596,601,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,Int64,Int64
78,FHA UPB of Loans 90+ days delinquent,602,614,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
79,FHA Percentage of UPB of Loans 90+ days delinquent,615,619,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
80,VA Number of Loans 30 days delinquent,620,625,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,Int64,Int64
81,VA UPB of Loans 30 days delinquent,626,638,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
82,VA Percentage of UPB of Loans 30 days delinquent,639,643,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
83,VA Number of Loans 60 days delinquent,644,649,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,Int64,Int64
84,VA UPB of Loans 60 days delinquent,650,662,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
85,VA Percentage of UPB of Loans 60 days delinquent,663,667,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
86,VA Number of Loans 90+ days delinquent,668,673,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,Int64,Int64
87,VA UPB of Loans 90+ days delinquent,674,686,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
88,VA Percentage of UPB of Loans 90+ days delinquent,687,691,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V1.1 (Sep 2012 - Jun 2013).pdf,2012-09-01,2013-06-01,V,float64,Float64
